ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Restaurant_address,Delivery_address
6A6C,HYDRES13DEL01,22,4.6,17.431477,78.40035,17.471477,78.44035,26-03-2022,13:10:00,13:20:00,conditions Sandstorms,High ,1,Buffet ,scooter ,0,No ,Metropolitian ,(min) 21,"Road Number 45, Ward 95 Jubilee Hills, Hyderabad - 500033, Telangana, India","Moosapet Y Junction - Balanagar Road, Ward 120 Balanagar, Hyderabad - 500037, Telangana, India"
3D26,CHENRES02DEL02,27,4.7,13.086438,80.220672,13.136439,80.270672,28-03-2022,21:55:00,22:10:00,conditions Windy,Jam ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 27,"Anna Nagar East 2nd Main Road, Zone 8 Anna Nagar, Chennai - 600001, Tamil Nadu, India","unnamed road, Tondiarpet, Chennai - 600001, Tamil Nadu, India"
D037,LUDHRES16DEL03,31,4.7,30.895817,75.813112,30.955817,75.873112,13-02-2022,18:45:00,18:55:00,conditions Stormy,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 29,"unnamed road, Gurudev Nagar, Ludhiana - 141002, Punjab, India","unnamed road, Ludhiana, Kakowal - 141007, Punjab, India"
60C2,HYDRES01DEL03,26,4.9,17.410371,78.437225,17.440371,78.467225,01-03-2022,19:00:00,19:10:00,conditions Sunny,Medium ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 18,"Ministers Colony, Ward 93 Banjara Hills, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500034, India","Prakash Nagar, Ward 149 Begumpet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Balanagar mandal, Medchal–Malkajgiri, Telangana, 500133, India"
C4E6,BHPRES18DEL03,23,4.9,23.234631,77.401663,23.294631,77.461663,13-02-2022,21:20:00,21:30:00,conditions Sunny,Jam ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 15,"Subhash Yadav Marg, Police Radio Colony, Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462001, India","Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462001, India"
3B4F,MYSRES02DEL01,27,4.7,12.304569,76.643622,12.314569,76.653622,05-03-2022,08:40:00,08:45:00,conditions Fog,Low ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,(min) 14,"College Road, Chamarajapuram, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Mandi Mohalla, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India"
25AA,RANCHIRES17DEL02,32,4.9,23.374878,85.335739,23.424878,85.385739,01-03-2022,17:45:00,18:00:00,conditions Fog,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 28,"circular road, Lālpur, Ranchi, Kanke, Ranchi, Jharkhand, 834001, India","Kishunpur, Ranchi, Kanke, Ranchi, Jharkhand, 835217, India"
DD31,KNPRES14DEL03,32,4.6,26.463504,80.372929,26.553504,80.462929,18-02-2022,22:35:00,22:40:00,conditions Sandstorms,Low ,2,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 18,"Kanpur Cantonment, Kanpur, Kanpur Nagar, Uttar Pradesh, 208004, India","Unnao, Uttar Pradesh, 209800, India"
386D,HYDRES03DEL02,30,4.7,17.422819,78.449578,17.442819,78.469578,19-03-2022,11:25:00,11:40:00,conditions Stormy,High ,1,Meal ,motorcycle ,1,No ,Urban ,(min) 27,"Road Number 1, Dwarkapuri Colony, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500034, India","Prakash Nagar, Ward 149 Begumpet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Balanagar mandal, Medchal–Malkajgiri, Telangana, 500133, India"
27A9,MYSRES15DEL01,34,4.6,12.352058,76.60665,12.362058,76.61665,28-03-2022,12:00:00,12:05:00,conditions Windy,High ,1,Drinks ,scooter ,1,No ,Urban ,(min) 28,"Hotel Stay by the Way, Ring Road, Kumbara Koppalu, Hebbalu, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Hebbalu, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India"
76FE,BANGRES20DEL03,25,4.3,12.972161,77.596014,13.062161,77.686014,14-03-2022,18:50:00,19:05:00,conditions Windy,Medium ,0,Meal ,motorcycle ,NaN ,No ,NaN ,(min) 38,"UB City, 24, Vittal Mallya Road, D'Souza Layout, Shanthala Nagar, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India","Anagalapura, Bangalore East, Bengaluru Urban, Karnataka, 562149, India"
4CBC,VADRES14DEL01,24,4.8,22.311603,73.165012,22.321603,73.175012,11-03-2022,10:20:00,10:35:00,conditions Sunny,Low ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 24,"Atal Flyover Ramp, Vadodara Rural Taluka, Vadodara, Gujarat, 390007, India","Pandya Flyover, Alkapuri, Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India"
6666,MYSRES08DEL02,27,4.6,12.297954,76.665169,12.317954,76.685169,26-03-2022,08:20:00,08:35:00,conditions Cloudy,Low ,2,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 11,"Nike, Unit No 17, Gr Flr, Mall of Mysore, Kozhikode - Kollegal Highway, Race Course, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570022, India","Kyathamaranahalli, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India"
9EB7,BANGRES010DEL01,37,4.8,12.933298,77.614293,13.043298,77.724293,27-03-2022,20:35:00,20:45:00,conditions Windy,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 36,"Gully Coffee Roasters, 28, 4th B Cross Road, Koramangala 5th Block, Koramangala, Bangalore South, Bengaluru Urban, Karnataka, 560034, India","Hirandahalli, Bangalore East, Bengaluru Urban, Karnataka, 560049, India"
8FC2,JAPRES14DEL03,39,4.1,26.88842,75.800689,26.91842,75.830689,26-03-2022,17:20:00,17:35:00,conditions Windy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 33,"Lalkothi, Bapu Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302015, India","Mahavaton Ka Mohalla, Ramganj, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
4F68,RANCHIRES18DEL01,37,4.7,23.351489,85.324253,23.361489,85.334253,09-03-2022,11:20:00,11:30:00,conditions Sunny,High ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 15,"Radisson Blu, Kadru Road way to Argora Chowk, Ranchi, Kanke, Ranchi, Jharkhand, 834002, India","Konkā, Ranchi, Kanke, Ranchi, Jharkhand, 834001, India"
C131,AGRRES06DEL03,37,NaN ,0.0,0.0,0.06,0.06,15-02-2022,20:55:00,21:10:00,conditions Cloudy,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 25,,
37BB,SURRES03DEL01,30,4.7,21.186884,72.793616,21.256884,72.863616,10-03-2022,17:55:00,18:05:00,conditions Windy,Medium ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 44,"Surat, Gujarat, 359009, India","Amroli, Adajan Taluka, Surat, Gujarat, 394105, India"
B108,SURRES19DEL02,29,4.5,21.149669,72.772629,21.169669,72.792629,03-04-2022,09:20:00,09:25:00,conditions Sandstorms,Low ,1,Meal ,motorcycle ,0,No ,Urban ,(min) 15,"Majura Taluka, Surat, Gujarat, 394518, India","Sarjan Road No C 1, Majura Taluka, Surat, Gujarat, 395007, India"
A00A,BANGRES09DEL02,21,4.6,12.934179,77.615797,12.984179,77.665797,21-03-2022,21:00:00,21:10:00,conditions Fog,Jam ,2,Buffet ,electric_scooter ,1,No ,Urban ,(min) 21,"Patton House 2, 4th Cross, 4th B Cross Road, Koramangala 5th Block, Koramangala, Bangalore South, Bengaluru Urban, Karnataka, 560095, India","Byrasandra, C V Raman Nagar, Bangalore East, Bengaluru Urban, Karnataka, 560093, India"
4146,MUMRES05DEL03,28,4.9,18.927584,72.832585,18.987584,72.892585,01-03-2022,23:55:00,00:10:00,conditions Sandstorms,Low ,2,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 18,"Copper Chimney, Kaikhushru Dubash Marg, Kala Ghoda, A Ward, Zone 1, Mumbai City, Maharashtra, 400001, India","Atal Setu, M/W Ward, Zone 5, Mumbai Suburban, Thane Taluka, Thane, Maharashtra, 400007, India"
890B,HYDRES20DEL01,34,4.3,17.483216,78.552111,17.553216,78.622111,29-03-2022,18:20:00,18:30:00,conditions Stormy,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 33,"5th crescent road, Chandrapuri Colony, Ward 1 Kapra, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Kapra mandal, Medchal–Malkajgiri, Telangana, 500094, India","Narsampally, Keesara mandal, Medchal–Malkajgiri, Telangana, India"
B7DD,VADRES05DEL02,21,4.9,22.310526,73.170937,22.390526,73.250937,08-03-2022,19:15:00,19:20:00,conditions Cloudy,Jam ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 34,"RC Dutt Road, Alkapuri, Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India","Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India"
B57B,RANCHIRES19DEL03,38,4.1,23.333017,85.3172,23.393017,85.3772,17-03-2022,21:00:00,21:05:00,conditions Windy,Jam ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,(min) 37,"Fun cinemas, MDR011, Hinu, Namkum, Ranchi, Jharkhand, 834002, India","Garhi, Ranchi, Kanke, Ranchi, Jharkhand, 834117, India"
78CC,BANGRES04DEL01,24,4.2,12.98041,77.640489,12.99041,77.650489,01-04-2022,09:40:00,09:55:00,conditions Stormy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 27,"Tablets (India) Limited, 304-A, 100 Feet Road, Old Binnamangala, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India","Railway Line Road, Ramaswamy Layout, Baiyyappanahalli, Bangalore East, Bengaluru Urban, Karnataka, 560033, India"
652B,COIMBRES010DEL03,22,4.7,11.003008,76.97544,11.033008,77.00544,26-03-2022,22:40:00,22:55:00,conditions Windy,Low ,1,Buffet ,scooter ,1,No ,Urban ,(min) 14,"Racecourse Road, Racecourse, Ward 71, Central Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Ward 38, North Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India"
A992,COIMBRES18DEL02,34,4.7,11.02091,76.940432,11.15091,77.070432,10-03-2022,20:40:00,20:50:00,conditions Stormy,Jam ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 25,"bharthi park no2 road, Saibaba Colony, Ward 22, West Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Coimbatore North, Coimbatore, Tamil Nadu, 641107, India"
DE58,KNPRES09DEL02,35,4.6,26.473698,80.352677,26.553698,80.432677,12-02-2022,17:30:00,17:40:00,conditions Stormy,Medium ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 41,"Z Square Mall, MG Marg, The Mall Road, Kanpur, Kanpur Nagar, Uttar Pradesh, 208001, India","Magarwara, Unnao, Uttar Pradesh, India"
6AE,RANCHIRES20DEL02,NaN ,NaN ,23.39925,85.390464,23.41925,85.410464,09-03-2022,NaN ,10:00:00,conditions Windy,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 14,"Mahuramtoli, Tangrātoli, Ranchi, Kanke, Ranchi, Jharkhand, 834117, India","Sugnu, Ranchi, Kanke, Ranchi, Jharkhand, 835217, India"
C9C3,BHPRES15DEL01,23,4.8,23.234249,77.434007,23.274249,77.474007,15-02-2022,12:10:00,12:20:00,conditions Fog,High ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 29,"Manohar Dairy & Restaurant, Chetak Flyover, Zone-I, Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462001, India","Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462001, India"
A1C2,VADRES07DEL02,26,4.5,0.0,0.0,0.05,0.05,03-03-2022,22:15:00,22:25:00,conditions Windy,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 27,,
C1C8,KNPRES06DEL01,29,4.6,0.0,0.0,0.04,0.04,13-02-2022,15:55:00,16:00:00,conditions Cloudy,Medium ,0,Buffet ,motorcycle ,1,No ,Urban ,(min) 22,,
268A,RANCHIRES15DEL02,20,4.8,23.369746,85.33982,23.449746,85.41982,27-03-2022,23:00:00,23:15:00,conditions Fog,Low ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 22,"The Best, Ground Floor, RS Tower, circular road, Lālpur, Ranchi, Kanke, Ranchi, Jharkhand, 834001, India","Ranchi, Kanke, Ranchi, Jharkhand, 835217, India"
194D,BANGRES03DEL02,39,4.7,12.979166,77.640709,13.109166,77.770709,10-03-2022,22:35:00,22:45:00,conditions Stormy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 29,"Glen's Bakehouse, 297, 100 Feet Road, Old Binnamangala, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India","Lakkondahalli, Hosakote taluk, Bengaluru Rural, Karnataka, 562114, India"
B887,HYDRES04DEL03,38,4.8,17.411028,78.329645,17.471028,78.389645,13-03-2022,21:40:00,21:50:00,conditions Fog,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 37,"ISB Road, Financial District, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Gandipet mandal, Ranga Reddy, Telangana, 500075, India","APHB Colony, Ward 114 KPHB Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500072, India"
C5FD,AURGRES11DEL01,34,4.7,0.0,0.0,0.07,0.07,18-02-2022,21:40:00,21:55:00,conditions Fog,Jam ,1,Drinks ,motorcycle ,2,No ,Metropolitian ,(min) 37,,
8405,VADRES07DEL02,24,4.3,0.0,0.0,0.08,0.08,27-03-2022,20:10:00,20:25:00,conditions Windy,Jam ,0,Drinks ,motorcycle ,1,No ,Urban ,(min) 36,,
CB9A,KOCRES03DEL01,32,4.6,10.020683,76.310631,10.060683,76.350631,15-02-2022,15:55:00,16:00:00,conditions Fog,Medium ,0,Meal ,motorcycle ,2,No ,Metropolitian ,(min) 31,"Sahrudaya Nagar, Edapally, Ernakulam, Kanayannur, Ernakulam, Kerala, 682024, India","Ernakulam, Kanayannur, Ernakulam, Kerala, 683503, India"
7AE9,CHENRES13DEL02,22,4.8,13.027018,80.254791,13.047018,80.274791,26-03-2022,10:20:00,10:35:00,conditions Sunny,Low ,2,Buffet ,scooter ,1,No ,Urban ,(min) 17,"RA Puram 2nd Main Road, Ward 123, Zone 9 Teynampet, Chennai, Tamil Nadu, 600001, India","Avvai Shanmugam Salai, Ward 120, Zone 9 Teynampet, Chennai, Tamil Nadu, 600001, India"
2A28,JAPRES02DEL03,33,4.7,26.914142,75.805704,27.004142,75.895704,25-03-2022,21:55:00,22:00:00,conditions Fog,Jam ,1,Buffet ,motorcycle ,0,No ,Urban ,(min) 35,"Ahinsa Circle, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","Amber Tehsil, Jaipur(Rural), Rajasthan, 302028, India"
5788,HYDRES17DEL02,31,4.9,17.451976,78.385883,17.501976,78.435883,11-03-2022,17:45:00,17:55:00,conditions Sunny,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 28,"Image Garden Road, HITEC City, Ward 107 Madhapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500081, India","Jagathgiri Gutta, Srinivas Nagar, Ward 128 Chintal, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500055, India"
AE8D,VADRES010DEL01,27,4.8,22.310329,73.169083,22.420329,73.279083,04-04-2022,19:30:00,19:40:00,conditions Sandstorms,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 17,"RC Dutt Road, Alkapuri, Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India","Vagodhia Taluka, Vadodara, Gujarat, India"
DC4E,AURGRES03DEL01,21,4.5,19.874733,75.353942,19.984733,75.463942,12-02-2022,17:25:00,17:35:00,conditions Cloudy,Medium ,0,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 40,"Cidco, Chhatrapati Sambhaji Nagar, Chhatrapati Sambhajinagar, Maharashtra, 431002, India","Dhondkheda, Chhatrapati Sambhajinagar, Maharashtra, India"
55B9,HYDRES03DEL01,28,5,17.422819,78.449578,17.432819,78.459578,19-03-2022,10:35:00,10:50:00,conditions Sandstorms,Low ,1,Snack ,scooter ,0,NaN ,Metropolitian ,(min) 11,"Road Number 1, Dwarkapuri Colony, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500034, India","Kundanbagh, Ward 98 Ameerpet, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500016, India"
4850,MYSRES06DEL02,26,4.6,12.323994,76.626167,12.403994,76.706167,02-04-2022,18:40:00,18:50:00,conditions Cloudy,Medium ,2,Drinks ,electric_scooter ,0,No ,Urban ,(min) 25,"Kalidasa Road, Gokulam, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Ganjam, Srirangapattana taluk, Mandya, Karnataka, 570020, India"
3BDC,JAPRES08DEL02,26,4.6,26.910262,75.783013,26.960262,75.833013,01-04-2022,17:35:00,17:50:00,conditions Sandstorms,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 23,"Ajmer Road, Gayatri Nagar, Sodala, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
C55B,GOARES05DEL02,35,4.6,0.0,0.0,0.05,0.05,11-02-2022,21:40:00,21:55:00,conditions Fog,Jam ,0,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 28,,
8EA3,INDORES05DEL03,29,4.8,22.727021,75.884167,22.787021,75.944167,17-03-2022,17:50:00,18:05:00,conditions Stormy,Medium ,2,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 22,"Marathe Urban solutions, 302 B, Lala Banarsilal Dawar Marg, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452007, India","Arandiya, Kanadiya Tahsil, Indore, Madhya Pradesh, India"
C1EF,DEHRES06DEL01,25,5,30.361281,78.068022,30.371281,78.078022,17-02-2022,08:45:00,08:55:00,conditions Sunny,Low ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 16,"Dehradun, Uttarakhand, 248001, India","Rājpur, Dehradun, Uttarakhand, 248001, India"
A184,PUNERES16DEL02,24,4.6,18.536718,73.830327,18.586718,73.880327,17-03-2022,23:45:00,23:50:00,conditions Windy,Low ,2,Meal ,motorcycle ,0,No ,Urban ,(min) 14,"Hindustan Petroleum, Senapati Bapat Marg, Model Colony, Pune City, Pune, Maharashtra, 411016, India","Ward 1, Pune City, Pune, Maharashtra, 411015, India"
525,MUMRES20DEL02,NaN ,NaN ,19.103249,72.846749,19.153249,72.896749,19-03-2022,NaN ,17:25:00,conditions NaN,NaN ,3,Snack ,electric_scooter ,1,No ,Metropolitian ,(min) 24,"Tea Villa, Mahatma Gandhi Road, Vile Parle East, K/E Ward, Zone 3, Mumbai Suburban, Maharashtra, 400057, India","Film City Temple, Road No. 2, Agaripada, P/S Ward, Zone 4, Mumbai Suburban, Maharashtra, 400065, India"
4B6A,RANCHIRES12DEL02,24,4.7,0.0,0.0,0.13,0.13,29-03-2022,23:25:00,23:30:00,conditions Sunny,Low ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,(min) 30,,
820F,JAPRES07DEL01,28,4.8,26.766536,75.837333,26.776536,75.847333,17-03-2022,10:50:00,11:05:00,conditions Cloudy,Low ,0,Buffet ,motorcycle ,1,No ,Urban ,(min) 24,"Sanganer Tehsil, Jaipur, Rajasthan, 302022, India","Sitapura, Sanganer Tehsil, Jaipur, Rajasthan, 302022, India"
E05A,AURGRES14DEL03,39,4.2,19.875016,75.322405,19.965016,75.412405,12-02-2022,19:50:00,20:00:00,conditions Cloudy,Jam ,2,Buffet ,electric_scooter ,0,Yes ,Urban ,(min) 49,"Vivekanand College, Path in Vivekanand college, Osmanpura, Chhatrapati Sambhaji Nagar, Chhatrapati Sambhajinagar, Maharashtra, 431001, India","Sarola, Chhatrapati Sambhajinagar, Maharashtra, 431008, India"
C311,KNPRES15DEL01,34,4.8,26.482419,80.320939,26.492419,80.330939,15-02-2022,09:45:00,09:50:00,conditions Cloudy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 29,"Kanpur, Kanpur Nagar, Uttar Pradesh, 208001, India","Kanpur, Kanpur Nagar, Uttar Pradesh, 208001, India"
D460,DEHRES02DEL01,28,4.8,0.0,0.0,0.04,0.04,11-02-2022,14:00:00,14:10:00,conditions Sunny,High ,2,Buffet ,scooter ,0,No ,Urban ,(min) 15,,
52F3,CHENRES19DEL02,35,4.6,12.986047,80.218114,13.116047,80.348114,06-04-2022,22:45:00,22:50:00,conditions Stormy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 21,"Velachery Bypass Road, Gangai Nagar, Ward 177, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India","Chennai, Tamil Nadu, 600001, India"
903D,INDORES08DEL01,22,4.6,22.725748,75.898497,22.765747,75.938497,01-04-2022,13:55:00,14:10:00,conditions Cloudy,High ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 24,"Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Nipanya, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India"
5B2B,HYDRES03DEL03,33,4.8,17.422819,78.449578,17.512819,78.539578,31-03-2022,21:15:00,21:20:00,conditions Fog,Jam ,2,Snack ,electric_scooter ,0,No ,Metropolitian ,(min) 35,"Road Number 1, Dwarkapuri Colony, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500034, India","Balaji Nagar Main Road, Swarnandhra Colony, Ward 136 Neredmet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Alwal mandal, Medchal–Malkajgiri, Telangana, 500087, India"
823D,VADRES19DEL01,26,4.8,22.311844,73.165081,22.381844,73.235081,31-03-2022,20:55:00,21:05:00,conditions Sunny,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 19,"Vadodara Rural Taluka, Vadodara, Gujarat, 390007, India","Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India"
3C7B,MUMRES07DEL03,35,4.8,19.091458,72.827808,19.151458,72.887808,07-03-2022,17:35:00,17:40:00,conditions Fog,Medium ,1,Drinks ,scooter ,0,No ,Urban ,(min) 17,"Sesame, 1005, Juhu Tara Road, Chandrabai Nagar, K/W Ward, Zone 3, Mumbai Suburban, Maharashtra, 400049, India","Road No. 2, Agaripada, P/S Ward, Zone 4, Mumbai Suburban, Maharashtra, 400065, India"
9D7B,JAPRES17DEL02,36,4.9,26.892312,75.806896,26.942312,75.856896,03-04-2022,21:15:00,21:30:00,conditions Windy,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 32,"Motidungri Marg, Lalkothi, Bapu Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302015, India","Deewan Colony, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
56E5,INDORES010DEL01,38,4.8,22.75004,75.902847,22.82004,75.972847,10-03-2022,18:10:00,18:15:00,conditions Windy,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 30,"Hotel Radisson Blu, Service Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Panor, Kanadiya Tahsil, Indore, Madhya Pradesh, 453771, India"
5899,MYSRES19DEL01,37,5,12.334022,76.618203,12.344022,76.628203,28-03-2022,10:40:00,10:50:00,conditions Stormy,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 20,"Oyster Bay, Kannada Parisath Road, Jayalakshmipuram, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Kumbara Koppalu, Metagalli, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India"
3033,MUMRES12DEL01,33,4.2,19.207222,72.972281,19.277222,73.042281,31-03-2022,21:30:00,21:40:00,conditions Sandstorms,Jam ,0,Buffet ,motorcycle ,1,Yes ,Metropolitian ,(min) 54,"State Bank of India, Service Road, Majiwada Gaon, Majiwada, Thane, Thane Taluka, Thane, Maharashtra, 400609, India","Narpoli, Bhiwandi - Nizampur, Bhiwandi Taluka, Thane, Maharashtra, 421305, India"
7FD3,MYSRES13DEL02,38,4.9,12.310972,76.659264,12.390972,76.739264,04-03-2022,17:35:00,17:50:00,conditions Fog,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 42,"Pai Vista, Bangalore Nilgiri Road, Mandi Mohalla, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Hosuru, Srirangapattana taluk, Mandya, Karnataka, 570014, India"
CF91,KOLRES15DEL02,22,4.6,22.552672,88.352885,22.682672,88.482885,12-02-2022,20:35:00,20:40:00,conditions Sunny,Jam ,1,Meal ,scooter ,0,No ,Urban ,(min) 11,"Park Street, Ripon Street, Kolkata, West Bengal, 700016, India","Madhyamgram, Barasat - II, North 24 Parganas, West Bengal, 700155, India"
AF40,JAPRES14DEL02,33,5,26.88842,75.800689,27.01842,75.930689,18-03-2022,23:30:00,23:45:00,conditions Sunny,Low ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,(min) 16,"Lalkothi, Bapu Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302015, India","Saiwar, Jamwa Ramgarh Tehsil, Jaipur(Rural), Rajasthan, 302028, India"
CE0E,GOARES15DEL01,22,4.8,15.51315,73.78346,15.55315,73.82346,13-02-2022,16:25:00,16:30:00,conditions Sandstorms,Medium ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 21,"Nerul, Sinquerim, Bardez, North Goa, Goa, 403515, India","Porvorim Old Bazaar, Socorro, Sangolda, Bardez, North Goa, Goa, 403501, India"
CB8,SURRES14DEL02,37,4.7,21.157729,72.768726,21.287729,72.898726,02-03-2022,18:20:00,18:30:00,conditions Cloudy,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 36,"Domino's, International Business Center, Piplod, Dumas Road, Majura Taluka, Surat, Gujarat, 394518, India","Olpad Taluka, Surat, Gujarat, 394150, India"
